TRADEDATE;UNKL;UPRO;ENRU;CHEP;CHMK;CNTLP;CNTL;FEES;PHOR;LIFE;TRMK;TRNFP;TRCN;VRSB;TGKBP;TGKN;TGKA;TTLK;TATN;TATNP;SNGSP;SNGS;SVAV;SELG;CHMF;SBERP;SBER;SFIN;KRKNP;RNFT;AQUA;RUSP;ROLO;RUGR;HYDR;RUAL;AGRO;RTKMP;RTKM;RSTIP;RSTI;ROSN;RKKE;RASP;PLZL;PIKK;PMSBP;PMSB;KZOSP;KZOS;UWGN;UNAC;GMKN;NVTK;NMTP;NLMK;NKHP;NKNCP;NKNC;NSVZ;MTSS;MRKY;MRKP;MRKC;MRKU;MRKS;MRKZ;MRKV;MSRS;MSNG;MSTT;MOEX;CBOM;MTLRP;MTLR;MGTSP;MAGN;MGNT;MVID;LKOH;LSNGP;LSNG;LNTA;LNZLP;LNZL;KBTK;KROT;IRKT;TGKD;KMAZ;KLSB;ISKJ;IRGZ;IRAO;DVEC;DSKY;FESH;DASB;GTRK;GCHE;LSRG;FIVE;SIBN;GAZP;OGKB;VSMO;BELU;BANE;BSPB;VTBR;VZRZP;AFLT;AMEZ;AFKS;APTK;ALNU;ALRS;AKRN;ABRD;YNDX;TCSG;QIWI;POLY
2021-10-01;8800;2.731;0.859;;5665;9.68;13.62;0.18632;5115;6.015;97.6;160200;;68.0;0.00647;0.00277;0.010688;0.6755;532.1;489.9;39.72;36.355;217.0;45.21;1504.8;316.08;338.48;432.6;15240;182.4;503.5;;10.03;12.178;0.811;71.45;1115.0;83.65;89.99;1.93;1.2859;618.45;7290;386.02;11820.5;1278.0;151.8;154.2;31.7;98.9;103.7;0.7265;22122;1931.8;7.84;212.5;360.0;101.4;132.7;195.5;328.85;0.04635;0.2583;0.403;0.164;0.3765;0.057;0.05695;1.27;2.343;89.85;170.96;7.165;256.6;148.03;1366;69.675;6014.0;577.0;6987.5;166.25;6.26;217.0;2220;11680;;402.5;24.22;0.006865;102.7;10.09;89.09;13.76;4.758;0.934;130.38;28.99;;36.0;2962.0;762.4;2336.0;477.0;363.25;0.6839;36240;3316;1464.0;76.51;0.051485;;70.0;22.27;27.194;13.872;;138.01;7168;193.0;5766.4;6778.6;617.0;1218.1
2021-10-04;8970;2.75;0.8536;;6020;9.54;13.48;0.18602;5026;5.98;95.06;162900;;68.4;0.0064;0.00281;0.010936;0.7;539.9;494.8;39.4;36.375;217.5;46.85;1462.4;319.34;345.85;433.4;15220;184.4;568.5;;9.955;12.126;0.8045;69.9;1145.0;83.45;89.3;1.911;1.288;631.7;7390;382.04;11932.0;1229.8;152.8;154.3;31.71;108.5;101.0;0.747;21636;1953.0;7.775;205.26;361.0;104.0;137.75;194.0;327.35;0.0463;0.2545;0.4058;0.1646;0.38;0.05695;0.0558;1.2895;2.289;90.45;167.73;7.191;276.3;154.33;1370;67.16;5985.5;549.6;7134.5;167.6;6.24;218.0;2155;11910;;403.0;24.24;0.006835;102.4;10.08;89.28;13.72;4.7985;0.936;130.82;28.2;;35.5;3014.0;748.8;2332.5;496.6;376.06;0.6809;36100;3281;1477.5;75.0;0.05168;;69.22;21.63;26.699;13.766;;135.65;7440;192.5;5504.0;6667.2;605.0;1226.9
2021-10-05;8750;2.74;0.872;;6010;9.54;13.38;0.1898;5057;6.01;96.84;161500;;68.6;0.00651;0.0028;0.011188;0.721;577.8;528.9;41.4;37.22;215.5;47.84;1485.0;333.23;363.2;429.4;15260;187.2;603.0;;9.965;12.212;0.8124;70.75;1128.4;83.55;89.7;1.911;1.3333;655.25;7490;385.0;12124.0;1203.0;151.0;154.0;31.24;111.2;102.5;0.7595;21818;1991.6;7.76;207.72;365.0;107.52;140.9;195.0;327.7;0.046;0.252;0.404;0.165;0.357;0.05705;0.0565;1.294;2.295;90.2;174.0;7.225;274.5;152.2;1372;67.425;6245.0;559.8;7346.5;170.15;6.25;219.3;2140;11770;;403.5;24.36;0.006945;100.0;10.02;88.7;13.9;5.025;0.931;130.66;28.5;;35.85;3010.0;751.0;2346.0;522.45;389.82;0.7088;37320;3356;1513.0;77.32;0.053835;;69.86;20.27;26.55;13.6;;135.8;7370;192.5;5594.2;6835.0;612.0;1236.1
2021-10-06;8690;2.733;0.873;;5835;9.48;13.56;0.18944;5334;5.89;93.02;157500;;70.6;0.00648;0.00282;0.011024;0.7185;564.6;519.9;40.775;36.84;213.5;47.71;1538.0;336.3;364.28;427.2;15240;182.8;559.0;;9.87;12.172;0.8037;70.125;1119.6;83.5;89.53;1.908;1.3189;646.0;7250;386.38;12159.5;1280.0;150.0;153.5;30.1;109.0;103.6;0.764;21524;1930.4;7.645;210.9;360.5;107.36;133.7;194.0;327.55;0.0459;0.2533;0.4042;0.166;0.342;0.0569;0.05655;1.281;2.28;89.7;173.74;7.154;273.15;145.71;1376;69.78;6240.5;567.8;7096.0;173.0;6.28;217.8;2125;11650;;400.0;24.2;0.007005;99.5;10.06;88.68;13.82;4.915;0.923;131.76;28.6;;35.8;2940.0;755.2;2388.5;510.45;381.3;0.6967;37840;3358;1482.0;77.0;0.05416;;70.64;22.78;26.248;13.716;;131.99;7686;195.0;5694.2;6986.2;618.0;1239.3
2021-10-07;8680;2.761;0.8774;;6005;9.56;13.72;0.1919;5549;5.91;94.3;158600;;98.8;0.00658;0.00287;0.011188;0.7175;569.3;522.9;40.39;36.5;218.0;48.3;1560.0;339.39;368.93;428.4;15300;182.4;573.0;;9.85;12.24;0.8083;72.5;1149.6;83.7;89.91;1.952;1.346;647.95;7280;388.52;12360.0;1304.9;159.4;189.9;30.8;108.1;102.8;0.767;22272;1915.8;7.745;217.5;359.0;108.64;134.65;193.5;328.5;0.0465;0.2591;0.4132;0.1696;0.338;0.0572;0.0573;1.284;2.299;90.1;177.06;7.196;278.05;149.38;1374;70.005;6339.5;585.0;7165.0;173.9;6.34;219.8;2135;11640;;400.5;24.46;0.00701;100.6;10.9;87.6;13.86;5.0065;0.933;135.44;29.05;;35.6;3071.5;756.0;2426.0;515.0;370.7;0.7014;37480;3340;1510.0;79.16;0.05428;;71.06;22.2;27.89;13.7;;133.8;8170;193.0;5705.2;7140.0;622.0;1253.2
2021-10-08;8720;2.77;0.876;;6080;9.6;13.52;0.19278;5737;5.885;95.76;158200;;103.8;0.00661;0.00289;0.011176;0.7295;571.0;525.5;40.395;36.43;220.5;55.41;1584.2;343.43;373.01;431.6;15660;182.6;570.5;;10.04;12.726;0.8078;74.31;1224.2;84.45;91.62;1.96;1.3778;631.0;7290;394.08;12381.0;1312.5;157.8;179.7;30.82;108.4;101.6;0.755;22766;1906.4;7.625;221.9;356.0;110.0;139.5;192.0;328.9;0.04685;0.2612;0.416;0.174;0.369;0.05775;0.0611;1.311;2.29;90.1;174.9;7.211;276.55;148.4;1378;71.44;6300.0;596.1;7220.0;173.6;6.55;223.5;2180;11660;;407.5;24.52;0.007005;100.0;12.89;88.38;13.82;4.9725;0.912;135.88;28.47;;35.6;3225.5;758.8;2416.5;514.0;366.17;0.7029;37600;3375;1530.0;81.77;0.054595;;70.98;22.4;27.938;13.75;;138.48;8418;194.0;5701.6;7155.0;629.5;1256.0
2021-10-11;8810;2.81;0.8722;;6285;9.78;13.54;0.1945;5701;5.95;95.8;159300;;127.6;0.00662;0.00289;0.011278;0.732;565.0;518.0;40.19;36.74;224.0;62.67;1595.6;356.0;387.6;431.0;15840;183.8;572.5;;10.305;12.502;0.815;77.0;1205.6;85.1;91.84;1.952;1.39;641.55;7240;450.3;12219.0;1331.0;157.0;170.4;30.47;107.3;102.3;0.7445;22644;1905.0;7.815;221.64;357.0;110.78;138.55;192.5;319.0;0.055;0.26;0.4132;0.1682;0.359;0.05765;0.0603;1.324;2.2885;91.7;176.54;7.232;305.0;161.98;1380;72.38;6350.0;611.0;7264.0;172.2;6.63;229.0;2210;11610;;411.5;24.4;0.0071;102.4;12.02;89.69;13.68;4.9915;0.923;136.5;28.52;;35.85;3317.0;757.8;2423.5;515.95;369.81;0.703;37500;3390;1540.0;85.13;0.05619;;70.36;22.705;28.684;13.738;;142.35;8718;201.0;5622.2;7206.0;639.0;1234.0
2021-10-12;8740;2.821;0.8712;;6305;9.78;13.6;0.194;5589;5.91;96.3;161500;;178.4;0.00655;0.00293;0.01135;0.7315;574.4;526.1;40.315;36.72;224.0;61.11;1591.4;346.61;377.79;429.4;15680;184.0;563.5;;10.02;12.9;0.8146;76.21;1212.0;84.85;91.16;1.991;1.401;638.65;7220;463.1;12711.0;1313.0;158.4;169.5;30.36;108.2;101.8;0.741;22528;1897.6;7.77;219.04;356.0;108.6;136.75;192.5;318.05;0.05255;0.2649;0.4112;0.1708;0.3605;0.0576;0.05975;1.3275;2.312;92.4;182.82;7.249;309.45;163.26;1380;71.59;6475.5;607.0;7306.0;171.95;6.56;225.7;2195;11650;;409.5;24.42;0.00708;101.7;12.68;88.67;13.8;4.979;0.911;137.04;28.36;;35.6;3194.0;754.2;2407.5;513.6;364.1;0.7054;36020;3398;1552.5;86.7;0.05539;;70.7;22.39;28.568;13.71;;143.62;8506;197.0;5549.0;7331.4;632.5;1260.9
2021-10-13;8750;2.793;0.8732;;6130;9.84;13.64;0.19612;5542;5.805;95.32;161100;;196.0;0.00663;0.00298;0.011142;0.713;567.9;519.6;39.975;36.85;232.0;57.6;1586.6;346.45;378.8;427.6;15580;183.0;550.0;;9.91;12.516;0.816;75.915;1203.0;85.35;92.7;1.982;1.4472;632.85;7220;444.3;13244.0;1292.1;161.8;182.2;30.36;104.8;101.7;0.728;22718;1907.0;7.81;214.56;355.0;107.22;133.5;193.5;317.15;0.0518;0.2664;0.425;0.1726;0.373;0.0604;0.06445;1.339;2.3695;92.5;181.36;7.206;306.6;161.55;1378;69.53;6401.0;607.2;7252.0;178.1;10.5;227.1;2220;11880;;406.0;24.38;0.00716;101.2;16.25;88.11;13.98;4.9545;0.929;136.88;28.66;;35.35;3241.0;755.4;2459.5;508.5;362.77;0.7032;36680;3387;1519.0;86.07;0.05511;;70.22;22.0;28.829;13.61;;139.6;8570;196.5;5553.8;7610.4;631.0;1314.5
2021-10-14;8780;2.8;0.8808;;6175;10.0;13.82;0.19752;5735;5.915;94.64;160750;;215.4;0.00748;0.0031;0.0114;0.703;564.2;518.2;39.79;37.04;229.5;56.75;1595.6;345.3;376.09;433.4;15660;184.6;552.0;;9.975;12.5;0.8365;79.0;1221.2;85.05;93.51;2.135;1.4417;640.45;7190;462.36;13688.0;1269.4;160.0;179.3;30.37;107.4;101.6;0.7315;22928;1898.2;8.07;215.7;354.0;109.36;135.7;194.0;319.55;0.05835;0.2791;0.44;0.219;0.514;0.0657;0.0669;1.3775;2.4275;94.7;181.42;7.231;309.15;163.96;1384;69.535;6358.0;612.6;7215.0;171.6;12.79;228.5;2215;11910;;415.0;24.32;0.00737;100.9;14.56;86.51;13.92;5.1195;1.3;138.16;28.84;;35.6;3220.0;765.0;2430.5;505.95;367.0;0.7228;37000;3517;1525.5;85.2;0.05537;;70.08;21.625;28.99;13.624;;138.2;8644;197.0;5518.0;7767.6;646.0;1326.9
2021-10-15;8690;2.802;0.8848;;5820;9.66;13.68;0.19772;5932;5.99;94.68;160000;;174.0;0.00715;0.00307;0.011348;0.685;570.5;524.6;39.79;37.36;227.5;55.64;1567.6;341.5;371.82;430.0;15700;183.0;550.0;;9.995;12.384;0.8379;83.41;1225.0;84.9;93.42;2.032;1.4395;645.45;7130;459.32;13363.5;1275.0;159.2;169.0;30.23;107.3;101.1;0.7485;23108;1905.6;8.08;211.56;354.5;108.22;132.45;193.5;318.8;0.05385;0.2787;0.4374;0.1916;0.471;0.06145;0.0645;1.395;2.3625;94.75;185.72;7.179;307.45;161.64;1396;68.41;6270.5;616.8;7306.5;169.65;10.32;227.0;2205;11850;;411.0;24.4;0.00774;113.3;14.35;88.0;15.74;5.0485;1.21;135.98;28.45;;35.5;3292.0;771.0;2377.0;519.0;367.76;0.7148;37140;3518;1547.5;85.37;0.0556;;69.68;21.88;28.312;13.58;;137.95;8636;196.5;5427.2;7820.2;659.0;1304.5
2021-10-18;8670;2.782;0.8746;;5720;9.8;13.76;0.19614;6016;5.945;94.04;158050;;191.4;0.00699;0.00318;0.011396;0.7085;569.1;523.0;39.235;36.915;232.0;62.5;1639.6;333.03;364.6;431.0;15620;183.0;551.0;;10.075;12.306;0.8409;83.415;1243.6;85.85;94.08;2.029;1.4352;639.25;7180;477.82;13453.5;1266.0;156.4;169.7;30.27;107.7;101.1;0.741;23120;1897.0;8.12;219.24;354.0;106.44;132.8;194.0;319.4;0.0534;0.2719;0.4376;0.1906;0.6585;0.0602;0.0643;1.3865;2.3315;94.5;184.09;7.153;329.0;168.7;1404;69.93;6270.0;624.2;7319.0;170.4;10.81;226.4;2215;11790;;410.0;24.34;0.00787;127.5;14.58;88.77;16.78;5.0455;1.692;135.22;28.29;;35.85;3280.0;762.6;2349.0;525.0;363.5;0.7242;36460;3594;1555.0;84.79;0.055765;;69.76;22.525;28.493;13.61;;128.58;8850;198.0;5488.8;7724.0;666.0;1321.4
2021-10-19;8780;2.767;0.8818;;5730;9.96;13.76;0.19696;6019;5.94;95.04;158000;;210.4;0.00716;0.00396;0.011818;0.7015;573.0;525.7;39.985;37.485;227.5;60.8;1652.2;339.92;373.18;432.0;16080;190.8;552.5;;10.225;12.598;0.8437;79.975;1248.4;85.9;94.34;2.175;1.4462;643.0;7170;473.0;13879.0;1235.0;156.8;171.7;30.28;105.5;101.2;0.7345;23672;1892.2;8.025;222.22;354.0;107.12;132.8;194.0;319.1;0.0564;0.2755;0.44;0.193;0.788;0.06085;0.0642;1.4195;2.3495;95.2;180.44;7.19;327.75;173.0;1406;70.05;6361.0;610.6;7373.0;171.75;11.27;224.6;2215;11830;;413.0;24.34;0.00787;122.8;14.12;87.99;15.88;5.037;2.338;134.62;28.41;;38.35;3332.5;761.8;2380.0;516.25;368.83;0.7564;34960;3555;1576.5;85.71;0.0574;;69.26;22.145;28.809;13.654;;132.76;9146;198.0;5480.0;7805.0;683.0;1347.0
2021-10-20;8660;2.744;0.8848;;5750;10.14;13.68;0.19626;5887;6.065;94.44;158400;;231.2;0.00729;0.00367;0.011744;0.71;580.7;532.0;39.55;37.48;223.5;59.1;1627.8;338.4;370.16;439.6;16000;200.0;569.5;;10.355;12.71;0.838;81.335;1216.8;87.6;95.74;2.113;1.453;643.7;7200;465.7;13850.0;1195.0;158.0;169.8;30.15;103.4;107.3;0.7285;23530;1893.6;8.015;220.7;354.5;106.58;131.55;204.0;319.25;0.0557;0.2816;0.449;0.2084;0.7685;0.06135;0.0653;1.4635;2.342;96.8;173.5;7.201;319.0;167.1;1416;69.31;6307.5;611.6;7439.0;181.0;11.28;222.4;2205;11780;;419.5;24.42;0.007855;121.0;13.5;87.42;15.44;5.078;2.271;135.7;28.82;;38.55;3381.5;757.6;2385.0;520.5;369.97;0.7547;35000;3615;1590.0;85.15;0.05661;;68.58;22.04;28.871;13.646;;131.4;8912;205.0;5420.2;7824.4;684.0;1358.5
2021-10-21;8600;2.764;0.866;;5660;10.26;14.1;0.19282;5871;6.075;93.3;158200;;254.2;0.0072;0.00353;0.011444;0.695;562.9;516.0;39.3;36.695;226.0;60.68;1628.0;334.25;364.6;441.6;15960;196.0;562.5;;10.155;13.504;0.8225;78.62;1193.4;85.75;94.28;2.086;1.4115;633.3;7190;450.04;14013.5;1161.2;158.4;166.7;30.01;102.6;105.6;0.713;23210;1856.0;7.98;225.92;353.0;104.12;129.0;204.5;316.85;0.05315;0.275;0.4322;0.1982;0.643;0.06095;0.06225;1.4125;2.302;94.7;170.68;7.106;306.5;160.3;1396;70.32;6158.0;588.6;7232.0;175.8;10.61;224.8;2180;11790;;434.5;24.3;0.007555;114.5;12.71;87.2;14.68;4.971;1.865;134.66;28.88;;37.75;3499.0;755.2;2362.0;518.75;363.37;0.7483;34700;3781;1550.0;85.8;0.05516;;67.64;22.175;28.2;13.68;;130.99;8838;269.0;5390.0;7853.0;663.5;1351.8
2021-10-22;8620;2.769;0.8728;;5620;10.08;13.86;0.19318;5702;6.15;93.08;156350;;270.0;0.00692;0.00331;0.01124;0.689;562.5;515.9;38.715;36.18;226.0;60.29;1621.0;333.0;364.37;446.6;15880;194.8;548.5;;10.105;13.0;0.832;77.58;1192.8;85.95;94.84;2.061;1.4182;634.5;7200;449.1;14261.0;1197.0;156.0;165.7;30.19;102.4;102.6;0.7155;22864;1836.6;7.955;225.48;352.5;104.7;128.95;200.5;316.25;0.0516;0.2701;0.4326;0.1836;0.55;0.0588;0.0612;1.426;2.3295;93.35;171.0;7.08;309.4;162.5;1406;70.21;6315.5;581.1;7200.0;172.9;9.77;224.4;2165;11560;;428.0;24.3;0.0075;121.6;12.2;85.76;14.14;4.958;1.486;134.68;28.74;;37.05;3340.0;755.2;2388.5;513.8;358.12;0.723;34000;3820;1534.5;86.57;0.0544;;67.9;21.805;27.912;13.706;;127.6;8620;212.5;5325.8;7660.0;652.0;1371.0
2021-10-25;8590;2.763;0.87;;5705;10.08;13.88;0.1935;5853;6.31;90.9;156150;;289.2;0.00687;0.00329;0.011366;0.693;570.2;523.5;38.6;36.455;233.0;59.64;1632.2;338.51;369.99;448.4;16300;201.2;552.0;;10.235;14.85;0.831;79.345;1211.2;85.65;93.92;2.051;1.4278;655.05;7200;449.96;14070.0;1162.9;156.2;167.0;30.2;101.5;104.2;0.722;23024;1856.4;7.92;228.84;356.5;103.6;129.6;196.5;316.25;0.0532;0.2715;0.441;0.1874;0.5825;0.06065;0.06005;1.445;2.3045;93.65;174.23;7.105;313.55;160.69;1402;68.52;6465.0;583.9;7441.5;176.5;10.69;228.0;2140;11330;;423.0;24.32;0.007765;118.0;12.46;81.92;14.54;4.987;1.633;135.12;28.69;;37.2;3533.5;756.0;2470.0;518.5;364.84;0.7549;34980;3849;1537.5;85.2;0.05617;;67.84;21.855;28.35;13.566;;128.2;8918;205.5;5383.0;7600.0;651.0;1367.7
2021-10-26;8540;2.771;0.8658;;5760;10.04;13.76;0.1898;5798;6.795;88.36;157150;;317.8;0.00698;0.00348;0.011558;0.6875;562.2;517.5;38.565;36.165;238.5;58.0;1633.4;337.87;372.16;445.0;16080;197.0;550.5;;10.325;13.602;0.843;78.185;1201.6;85.6;92.68;2.045;1.4123;650.8;7250;445.38;13662.0;1148.0;154.6;168.2;30.22;101.4;104.6;0.7155;22688;1829.6;7.865;231.1;357.0;103.9;130.1;199.0;313.95;0.053;0.2732;0.4468;0.1874;0.562;0.0609;0.062;1.4495;2.3055;94.15;173.43;7.198;312.1;160.44;1402;68.5;6570.5;588.0;7440.5;177.5;11.75;226.6;2125;11030;;420.0;24.26;0.007665;121.4;12.25;83.99;14.66;4.939;1.795;134.7;28.5;;37.5;3520.5;755.0;2443.0;519.15;364.82;0.7362;37200;3930;1546.0;87.42;0.05597;;67.52;21.73;28.051;13.594;;130.78;9026;200.5;5309.6;7310.2;644.5;1313.4
2021-10-27;8540;2.75;0.8646;;5500;9.98;13.66;0.1881;5702;6.44;86.68;153400;;349.4;0.00691;0.00342;0.01134;0.6935;546.0;502.7;38.835;36.225;230.5;56.37;1630.0;335.92;371.36;449.8;16040;189.2;540.5;;10.285;13.204;0.8318;74.42;1186.8;85.0;93.64;2.029;1.402;638.4;7100;435.46;14149.5;1152.1;154.0;168.5;29.99;99.5;103.0;0.7225;22250;1806.8;7.83;228.82;354.5;103.46;128.25;197.5;312.9;0.05205;0.2775;0.4368;0.1876;0.54;0.06075;0.0619;1.44;2.298;93.85;173.69;7.23;307.2;151.5;1388;67.51;6668.0;593.0;7323.5;176.4;10.7;224.2;2115;10910;;413.5;24.2;0.007555;121.9;12.45;82.5;14.42;4.884;1.973;135.02;28.0;;37.7;3574.5;757.6;2474.0;514.7;362.17;0.7451;37420;3990;1530.0;90.68;0.05506;;68.94;21.7;27.848;13.576;;129.82;8780;201.0;5573.8;7268.0;641.5;1333.9
2021-10-28;8610;2.732;0.8642;;5570;9.84;13.54;0.18788;5762;6.235;85.98;154350;;230.0;0.00666;0.00334;0.011166;0.6865;548.7;503.4;38.565;34.725;227.5;57.1;1619.4;329.6;365.36;450.0;15860;186.0;552.5;;10.255;13.334;0.8277;74.465;1174.0;84.65;92.78;2.0;1.403;641.25;7110;432.82;14090.0;1156.0;154.2;166.6;29.27;97.4;100.6;0.7285;22362;1801.0;7.675;225.68;354.5;101.92;124.75;196.0;312.2;0.05185;0.2662;0.425;0.195;0.5245;0.059;0.06065;1.389;2.264;92.95;175.52;7.191;305.5;146.85;1376;66.305;6635.0;590.0;7288.5;175.95;10.2;221.4;2120;11330;;409.5;24.1;0.007435;118.5;12.37;82.5;14.7;4.849;1.602;136.36;27.35;;36.9;3460.5;753.8;2423.5;513.1;353.21;0.7072;37220;4066;1493.0;90.06;0.053765;;68.18;21.4;27.479;13.572;;129.54;8926;204.5;5823.0;7396.8;631.0;1353.9
2021-10-29;8500;2.728;0.8588;;5415;9.76;13.4;0.1864;5602;6.34;86.7;152150;;252.6;0.00665;0.0033;0.011108;0.6835;540.0;489.3;38.57;34.015;228.0;56.61;1614.2;322.38;356.14;440.0;15740;182.6;546.0;;10.175;13.26;0.8169;71.705;1178.0;84.45;93.25;1.979;1.3936;636.1;7080;431.2;13985.5;1177.0;154.0;166.5;28.42;96.6;98.7;0.7185;22170;1804.8;7.765;223.6;354.5;104.3;127.5;197.0;311.35;0.0522;0.2669;0.419;0.1922;0.537;0.05845;0.0604;1.35;2.245;92.45;173.35;7.159;296.5;145.53;1376;65.93;6472.0;589.7;7272.5;176.0;10.72;218.6;2120;11290;;437.0;24.02;0.00741;116.5;12.36;82.2;14.78;4.776;1.76;136.5;26.73;;37.0;3543.5;749.4;2409.0;505.0;350.18;0.7;37380;3950;1504.0;90.85;0.05273;;68.48;21.705;27.083;13.552;;125.21;8998;203.5;5879.2;7310.0;621.0;1317.0
2021-11-01;8490;2.766;0.8654;;5370;9.74;13.48;0.18758;5658;6.325;88.44;154800;;277.6;0.0066;0.00335;0.0112;0.69;552.4;500.1;38.65;34.31;231.0;56.83;1662.4;332.99;370.96;444.6;15920;183.8;541.0;;10.22;13.3;0.822;72.685;1199.8;84.6;93.13;2.001;1.4068;641.9;7080;467.0;14150.0;1147.8;154.8;165.0;28.59;98.9;100.9;0.7185;22396;1844.0;7.76;227.68;354.5;102.5;130.4;197.0;312.85;0.05185;0.2712;0.42;0.1904;0.5325;0.05835;0.0596;1.3425;2.2605;93.2;174.82;7.293;308.3;153.5;1384;67.165;6536.0;606.6;7293.0;176.95;10.76;219.8;2115;11200;;444.5;24.02;0.007555;119.4;12.46;84.72;14.52;4.825;1.719;137.66;27.01;;36.55;3509.5;755.8;2422.5;510.1;359.1;0.7065;37420;4111;1531.0;93.67;0.05354;;67.98;22.14;27.512;13.512;;130.43;9950;203.0;5890.0;7790.8;645.0;1332.0
2021-11-02;8520;2.799;0.871;;5480;9.76;13.42;0.18316;5662;6.29;89.06;152900;;305.2;0.00679;0.00337;0.01124;0.685;545.2;494.5;38.495;33.85;230.5;59.0;1647.4;331.51;370.7;449.8;16000;181.4;550.5;;10.175;13.1;0.82;71.195;1206.4;84.5;93.01;1.991;1.3992;630.2;7110;454.84;14090.5;1127.5;154.8;168.9;29.73;99.7;103.0;0.715;22134;1806.0;7.7;225.0;355.0;102.44;130.5;196.0;313.35;0.0516;0.2681;0.42;0.1874;0.523;0.05745;0.0599;1.335;2.23;92.9;173.17;7.32;300.75;146.67;1378;65.43;6656.0;605.1;7214.0;173.6;10.54;218.0;2115;11200;;432.0;23.92;0.007645;118.9;12.45;85.52;14.42;4.7285;1.683;135.96;26.46;;36.85;3507.0;754.8;2410.0;503.05;352.48;0.7029;37320;4090;1521.5;94.45;0.05282;;67.64;22.2;27.61;13.588;;132.0;9588;202.5;5942.4;7867.0;637.0;1316.9
2021-11-03;8810;2.791;0.868;;5300;9.74;13.54;0.1824;5619;6.2;88.42;150250;;335.4;0.00672;0.00335;0.011234;0.679;538.2;487.7;38.35;33.62;226.0;59.59;1651.0;335.02;370.13;446.4;15780;178.6;548.5;;10.0;13.39;0.8162;70.675;1202.4;83.85;92.07;1.984;1.3967;619.75;7050;459.14;14066.5;1133.1;154.8;165.0;29.19;98.2;104.3;0.7165;22038;1796.6;7.675;224.7;353.5;101.86;129.8;195.5;313.6;0.05075;0.2683;0.4182;0.1858;0.5135;0.0568;0.0583;1.314;2.2325;92.75;173.9;7.3;301.1;143.7;1364;65.155;6712.0;609.0;7175.0;177.95;10.36;220.0;2115;11090;;438.0;23.8;0.00759;118.6;12.34;83.0;14.78;4.771;1.636;138.5;25.79;;36.55;3456.0;755.2;2420.0;490.85;353.02;0.6965;37320;4095;1495.0;92.8;0.052885;;67.92;21.835;28.14;13.5;;130.59;9300;202.5;6027.0;7852.8;643.0;1316.6
2021-11-05;8760;2.796;0.87;;5170;9.72;13.36;0.18046;5820;6.21;86.78;149700;;338.0;0.00678;0.00337;0.01118;0.667;543.0;489.5;38.18;33.53;225.5;59.55;1632.2;327.66;360.21;445.4;15800;177.4;551.0;;9.995;13.09;0.8237;67.9;1203.2;83.85;92.6;1.979;1.409;626.25;7060;450.54;14498.5;1114.6;154.8;162.5;29.06;98.3;102.7;0.714;21664;1781.8;7.75;221.62;350.0;101.48;128.55;195.5;313.2;0.05075;0.2681;0.415;0.1888;0.487;0.06;0.058;1.3205;2.24;91.8;172.97;7.306;300.45;140.02;1368;63.69;6793.5;601.0;7199.0;186.4;10.05;220.4;2105;10980;;439.0;23.94;0.007445;117.9;12.0;84.51;14.5;4.7425;1.64;138.14;25.74;;36.35;3375.5;757.0;2390.0;498.3;350.6;0.7023;37300;4055;1484.0;93.24;0.052815;;68.42;21.76;28.132;13.468;;128.4;9800;201.0;6120.0;8025.0;636.5;1324.9
2021-11-08;8670;2.839;0.88;;5165;9.68;13.5;0.18166;5816;6.21;86.5;151200;;324.2;0.0068;0.00333;0.011298;0.656;553.4;497.2;38.515;34.38;227.0;60.5;1665.8;325.52;358.39;451.6;15680;177.0;552.5;;9.97;13.092;0.8194;69.175;1202.2;84.05;93.1;1.987;1.4144;631.7;7070;452.68;14858.0;1104.0;154.6;163.2;29.02;97.8;103.3;0.7125;21872;1788.8;7.815;223.22;352.0;102.46;127.5;195.0;313.55;0.0515;0.2668;0.4162;0.1854;0.472;0.0585;0.0584;1.344;2.2535;92.6;172.9;7.322;304.0;146.43;1368;64.3;6859.5;613.2;7208.5;183.7;9.99;221.9;2105;10950;;450.0;23.8;0.008;121.0;11.61;93.8;14.28;4.731;1.574;139.62;27.48;;36.8;3433.0;753.6;2417.0;502.85;351.47;0.704;37440;4128;1478.0;89.9;0.05237;;68.8;21.49;28.311;13.47;;132.4;9870;203.5;6161.0;8345.0;636.0;1349.3
2021-11-09;8660;2.793;0.88;;5150;9.7;13.48;0.18356;5915;6.12;86.16;150850;;300.0;0.00677;0.00322;0.011258;0.6525;545.0;492.5;38.405;33.9;239.0;61.74;1674.6;326.3;357.44;445.0;15840;175.0;552.0;;9.97;13.02;0.8228;73.435;1194.4;84.35;92.46;1.955;1.4097;636.4;6950;453.78;14800.0;1163.6;154.2;162.9;28.51;98.3;105.7;0.7185;22188;1777.2;7.82;227.1;351.0;102.74;127.65;194.0;316.05;0.05135;0.2701;0.416;0.183;0.446;0.0583;0.05755;1.361;2.215;91.9;172.9;7.243;306.7;146.24;1366;64.6;6729.5;601.4;7188.0;186.8;9.92;223.4;2105;10920;;437.5;23.8;0.0081;120.1;11.53;107.0;14.26;4.812;1.49;143.86;28.4;;36.9;3478.5;750.4;2455.5;492.0;349.46;0.7003;37380;4224;1470.0;91.98;0.05152;;68.6;21.305;27.95;13.454;;130.68;9742;201.5;5990.4;7983.6;632.0;1351.0
