TRADEDATE;UNKL;UPRO;ENRU;CHEP;CHMK;CNTLP;CNTL;FEES;PHOR;LIFE;TRMK;TRNFP;TRCN;VRSB;TGKBP;TGKN;TGKA;TTLK;TATN;TATNP;SNGSP;SNGS;SVAV;SELG;CHMF;SBERP;SBER;SFIN;KRKNP;RNFT;AQUA;RUSP;ROLO;RUGR;HYDR;RUAL;AGRO;RTKMP;RTKM;RSTIP;RSTI;ROSN;RKKE;RASP;PLZL;PIKK;PMSBP;PMSB;KZOSP;KZOS;UWGN;UNAC;GMKN;NVTK;NMTP;NLMK;NKHP;NKNCP;NKNC;NSVZ;MTSS;MRKY;MRKP;MRKC;MRKU;MRKS;MRKZ;MRKV;MSRS;MSNG;MSTT;MOEX;CBOM;MTLRP;MTLR;MGTSP;MAGN;MGNT;MVID;LKOH;LSNGP;LSNG;LNTA;LNZLP;LNZL;KBTK;KROT;IRKT;TGKD;KMAZ;KLSB;ISKJ;IRGZ;IRAO;DVEC;DSKY;FESH;DASB;GTRK;GCHE;LSRG;FIVE;SIBN;GAZP;OGKB;VSMO;BELU;BANE;BSPB;VTBR;VZRZP;AFLT;AMEZ;AFKS;APTK;ALNU;ALRS;AKRN;ABRD;YNDX;TCSG;QIWI;POLY
2021-01-04;8260;2.793;0.9075;256.0;2805;13.32;15.75;0.2255;3187;6.965;62.32;141050;;66.4;0.00659;0.00298;0.011448;0.4245;515.8;476.5;42.125;36.11;267.0;46.1;1343.2;245.39;272.0;497.8;15400;242.6;263.0;0.7425;9.098;8.7;0.7834;36.14;847.4;86.6;96.86;2.224;1.7735;436.0;7600;157.3;15948.0;597.9;138.0;144.6;14.0;84.6;148.5;0.403;24314;1250.4;8.12;214.2;342.5;79.48;92.4;196.5;334.9;0.04895;0.256;0.4054;0.1628;0.389;0.05575;0.06935;1.393;2.131;106.7;159.0;6.195;76.7;79.8;1894;56.93;5744.0;725.3;5212.5;153.05;5.44;268.0;4065;18170;152.6;370.5;25.06;0.00363;64.9;10.95;38.21;11.46;5.3485;0.838;137.12;11.79;;41.65;1973.0;890.6;2752.5;322.75;212.71;0.731;21040;1393;1680.0;51.52;0.037925;274.6;72.06;7.37;29.026;13.932;59200.0;98.73;5988;200.5;5185.2;2473.0;766.0;1831.2
2021-01-05;9220;2.829;0.9205;254.5;2840;13.6;16.0;0.22914;3360;7.155;61.92;143800;;66.6;0.00665;0.003;0.01154;0.447;524.2;485.6;42.15;36.75;267.5;46.96;1334.2;247.26;275.2;500.0;15400;251.0;265.0;0.743;9.948;8.85;0.7918;37.245;876.6;89.55;100.38;2.211;1.775;449.35;7640;156.5;15987.5;598.8;138.0;143.9;14.62;86.4;149.9;0.4065;24676;1287.4;8.14;216.86;374.0;79.1;92.6;201.0;337.8;0.04895;0.255;0.4034;0.1616;0.389;0.0556;0.0694;1.391;2.1265;108.1;161.37;6.207;76.4;78.74;1918;57.0;5762.5;720.2;5358.5;153.4;5.42;273.7;4075;18520;153.6;373.0;25.12;0.00366;65.1;11.46;38.11;11.6;5.4745;0.835;136.96;11.69;;42.05;1990.5;905.0;2863.0;323.9;215.32;0.7388;20800;1373;1684.0;51.72;0.038445;278.0;72.74;7.31;29.605;13.75;59600.0;99.58;5980;200.0;5340.4;2454.0;779.0;1853.5
2021-01-06;9520;2.839;0.9425;258.0;2850;13.84;16.05;0.22904;3311;7.195;63.24;142950;;66.8;0.0067;0.00305;0.0117;0.4805;522.0;482.5;41.815;36.745;267.0;46.71;1326.4;246.2;272.93;495.6;15640;258.0;263.5;0.7435;9.8;8.84;0.7896;36.91;913.2;88.45;99.16;2.213;1.7635;453.7;7740;157.36;15792.5;596.6;138.8;142.8;14.46;86.8;148.9;0.4065;25024;1301.2;8.135;215.86;463.0;80.06;91.9;198.5;334.05;0.04895;0.251;0.4002;0.1606;0.387;0.05495;0.07;1.3845;2.1205;108.5;160.91;6.207;76.5;77.51;1910;56.76;5534.0;715.7;5376.5;152.75;5.42;272.1;4055;18850;168.8;385.0;25.42;0.00374;65.0;11.61;38.3;11.58;5.401;0.839;135.54;11.64;;41.7;2006.0;897.4;2816.0;326.7;214.38;0.7429;20680;1370;1702.0;51.97;0.038235;279.0;72.96;7.375;29.279;13.75;59800.0;100.94;5992;201.5;5188.8;2469.8;771.5;1841.9
2021-01-08;9500;2.848;0.934;255.0;2855;14.1;16.15;0.23062;3374;7.155;63.62;145500;;66.8;0.00666;0.00306;0.01182;0.4895;545.4;491.3;42.475;37.705;265.5;46.21;1369.2;252.49;283.64;500.0;15880;263.2;267.0;0.7395;9.494;8.82;0.7941;38.03;898.0;89.05;100.29;2.243;1.7733;478.2;7800;158.56;15396.0;596.0;138.6;143.0;14.48;87.0;146.2;0.405;26544;1379.2;8.17;225.36;491.0;80.2;91.85;199.0;339.4;0.049;0.2505;0.3972;0.1612;0.3875;0.0543;0.07005;1.3885;2.155;108.5;160.33;6.325;77.55;77.5;1992;57.69;5478.0;721.0;5556.5;154.9;5.45;266.4;4035;19030;164.0;379.5;25.3;0.00374;65.1;11.55;38.38;11.56;5.4305;0.848;134.1;11.55;;41.75;2039.0;900.0;2830.0;337.0;225.49;0.7472;20620;1366;1713.5;52.79;0.03894;276.4;73.58;7.39;29.437;13.802;59400.0;104.17;5996;201.0;5254.2;2925.0;778.0;1783.0
2021-01-11;9350;2.844;0.934;251.0;2815;14.04;16.15;0.23046;3401;7.07;61.96;144000;;68.2;0.0071;0.00315;0.01201;0.4825;539.8;489.0;42.385;37.605;266.5;46.0;1351.2;256.92;289.49;498.0;15940;290.2;263.5;0.741;9.14;8.742;0.8255;39.205;892.8;88.3;99.58;2.225;1.7661;473.25;7800;158.0;15489.0;595.2;153.0;153.1;15.57;86.8;144.0;0.4035;26290;1405.4;8.265;219.36;474.0;79.92;92.2;200.0;337.55;0.04925;0.2501;0.389;0.1604;0.391;0.05445;0.0698;1.3765;2.163;109.2;159.49;6.381;78.7;79.21;2032;57.915;5484.5;715.0;5599.0;159.75;5.39;266.5;4080;19120;159.0;376.5;25.14;0.00384;64.8;11.49;38.03;11.6;5.4735;0.856;133.6;11.65;;41.95;2075.0;913.8;2815.5;334.3;227.6;0.788;20580;1382;1705.0;53.11;0.03989;279.6;74.08;7.32;30.235;13.76;58800.0;105.85;6004;200.0;5214.2;2970.0;771.5;1761.0
2021-01-12;9000;2.9;0.933;247.0;2865;14.18;16.15;0.22584;3345;7.01;62.2;145100;;68.6;0.00697;0.00315;0.01193;0.475;546.2;494.7;42.21;37.635;264.0;45.96;1332.8;257.69;289.99;496.4;15920;300.0;262.0;0.741;8.778;8.748;0.8188;38.53;884.6;88.45;99.17;2.232;1.7458;474.4;7800;156.78;15419.5;594.2;152.0;152.1;21.79;92.0;141.9;0.4095;25934;1401.0;8.455;218.38;415.0;80.6;93.6;200.0;334.2;0.04885;0.2506;0.3932;0.1604;0.395;0.05455;0.06925;1.383;2.153;114.3;158.5;6.353;77.45;78.2;2026;57.81;5450.5;717.5;5721.0;157.5;5.39;264.5;4055;19030;157.2;376.0;25.1;0.0038;64.9;11.48;37.95;11.6;5.495;0.856;132.18;11.9;;41.95;2088.5;900.6;2774.5;334.3;228.69;0.7961;20560;1372;1721.0;55.56;0.040175;278.0;74.18;7.275;31.179;13.752;59200.0;107.46;5970;200.0;5121.8;2912.2;767.5;1732.5
2021-01-13;8640;2.896;0.9335;246.5;2870;14.46;16.45;0.2219;3385;6.945;61.78;146000;;69.2;0.00698;0.00315;0.0116;0.4755;546.2;503.5;42.295;37.285;266.0;46.19;1315.6;252.93;283.78;498.8;15820;289.2;257.5;0.7415;9.048;8.85;0.8032;37.83;882.8;87.3;99.0;2.21;1.7331;485.95;7680;155.0;15426.0;589.3;153.0;153.0;27.0;88.4;140.0;0.446;25976;1425.6;8.34;214.68;392.0;80.14;92.6;209.5;331.9;0.0489;0.248;0.386;0.157;0.392;0.055;0.0686;1.372;2.1445;112.95;159.5;6.351;79.8;84.05;2030;54.7;5410.0;710.1;5755.0;157.2;5.37;264.9;4060;18960;156.8;368.5;26.2;0.003795;64.7;11.32;37.32;11.64;5.417;0.845;131.14;11.86;;41.95;2056.0;903.4;2772.5;333.75;226.8;0.7616;20680;1363;1715.0;56.26;0.039735;277.8;73.5;7.16;30.794;13.63;59000.0;106.13;6014;202.0;5079.8;2882.0;776.0;1734.3
2021-01-14;9940;2.949;0.9405;246.5;2940;14.5;16.45;0.22266;3358;6.94;61.86;149250;;70.4;0.00696;0.00313;0.01178;0.471;551.6;513.4;42.035;37.52;267.0;45.86;1367.6;255.35;284.79;496.6;15840;266.6;259.0;0.7405;9.21;8.768;0.8054;38.145;882.2;88.5;98.94;2.2;1.722;505.0;7650;158.0;15080.0;591.2;151.8;151.9;23.15;87.8;139.0;0.44;26432;1438.0;8.505;222.82;392.0;79.98;92.0;205.0;337.35;0.0492;0.2484;0.386;0.1578;0.395;0.0563;0.06865;1.3645;2.1685;112.5;159.76;6.388;78.35;81.75;2024;56.945;5375.5;715.7;5937.0;159.05;5.75;265.5;4075;18900;157.0;374.0;26.5;0.00389;64.7;11.27;37.46;11.76;5.44;0.838;131.44;11.84;;41.8;2074.0;908.6;2765.5;342.1;228.86;0.7704;21140;1368;1728.0;56.79;0.039875;276.0;73.16;7.475;30.961;13.536;59200.0;105.42;5960;200.0;5077.4;3008.2;780.0;1707.7
2021-01-15;9700;2.915;0.935;247.5;2925;15.32;16.9;0.2208;3375;6.995;61.6;148300;;69.6;0.00698;0.00312;0.011746;0.474;535.2;500.3;41.915;36.495;265.0;45.21;1344.8;250.34;276.9;499.4;15800;258.0;256.5;0.742;9.22;8.67;0.7969;37.535;882.4;87.95;98.93;2.191;1.7044;512.2;7650;154.48;14840.0;597.9;150.2;151.5;20.14;87.2;140.0;0.4455;25796;1375.8;8.435;219.52;398.5;79.9;91.0;204.0;332.85;0.04935;0.2475;0.3826;0.1586;0.397;0.0571;0.0695;1.41;2.18;112.2;159.9;6.373;78.05;80.2;2006;56.25;5210.0;740.3;5888.5;158.7;7.28;264.6;4020;18300;171.8;373.0;26.1;0.00381;64.6;11.27;38.4;11.76;5.4025;0.838;130.72;11.73;;41.65;2071.0;902.8;2708.0;341.35;226.5;0.7632;21380;1355;1718.5;55.92;0.03956;276.2;72.3;7.275;30.955;13.51;59200.0;104.11;5952;199.5;4998.0;3250.0;761.5;1666.1
2021-01-18;11870;2.969;0.925;246.5;2910;17.6;19.15;0.22152;3476;7.11;61.88;148600;;69.6;0.00704;0.00316;0.011632;0.4755;532.9;496.4;42.28;36.205;266.5;44.99;1347.8;253.8;279.79;498.6;15780;260.2;258.5;0.7455;9.17;9.074;0.8076;37.53;890.4;88.35;99.9;2.181;1.724;516.5;7550;155.8;14840.5;611.2;151.2;152.1;20.34;86.5;145.0;0.4425;25874;1390.4;8.39;219.06;399.0;79.5;91.8;204.5;333.0;0.04925;0.2464;0.3824;0.1572;0.397;0.05965;0.07;1.4865;2.207;112.95;160.16;6.398;77.55;80.34;2020;56.86;5219.0;719.0;5873.0;156.7;6.62;260.9;4045;18620;164.2;407.0;26.18;0.003795;64.9;11.56;38.88;11.9;5.407;0.843;132.92;11.69;;41.0;2092.0;911.0;2725.5;339.8;226.88;0.7691;20980;1370;1717.5;55.9;0.03916;278.8;72.78;7.32;31.018;13.76;59200.0;103.06;5982;199.5;5043.6;3449.8;773.0;1689.3
2021-01-19;11730;2.953;0.9245;248.0;2850;16.16;18.0;0.2196;3424;7.0;61.18;148000;;72.0;0.00697;0.0031;0.0116;0.4775;530.5;494.7;41.925;36.045;265.0;45.0;1340.4;252.3;278.19;496.0;15760;257.4;257.5;0.743;8.8;9.044;0.8054;37.185;891.2;88.3;98.76;2.193;1.7073;510.7;7510;156.72;14690.5;641.4;150.4;151.2;20.08;87.0;144.3;0.443;25826;1377.2;8.375;219.2;396.0;79.4;91.45;205.0;331.1;0.04935;0.2466;0.39;0.159;0.3985;0.0653;0.07065;1.5035;2.2255;113.05;166.89;6.365;77.15;79.93;2010;57.325;5183.5;735.0;5892.0;155.7;6.54;259.7;4060;18800;164.2;405.5;25.84;0.00385;64.8;11.62;38.41;12.02;5.3905;0.853;134.02;11.63;;41.25;2087.5;924.2;2774.5;337.3;223.15;0.7813;21020;1363;1714.0;55.45;0.038645;277.4;73.72;7.25;31.025;13.466;59600.0;103.59;5982;200.0;5008.8;3256.2;774.5;1659.6
2021-01-20;10980;2.988;0.922;246.0;2960;15.6;17.6;0.2222;3402;7.01;61.24;148550;;72.0;0.00699;0.00313;0.011632;0.486;529.5;495.0;41.845;35.925;264.5;45.37;1340.0;254.0;279.8;497.2;15680;255.2;262.0;0.7465;9.16;8.882;0.807;37.57;891.0;89.8;101.49;2.209;1.707;510.65;7530;157.5;15055.0;643.3;148.2;151.4;19.05;87.2;144.4;0.438;26550;1388.6;8.375;223.88;396.5;79.7;91.05;205.0;332.2;0.04975;0.247;0.39;0.157;0.397;0.06275;0.06985;1.5045;2.229;112.8;164.22;6.412;77.1;79.77;2004;57.065;5161.5;726.0;5864.0;156.8;6.35;264.3;4045;18900;166.6;396.0;26.0;0.0039;64.6;11.52;39.82;12.22;5.3985;0.871;137.98;11.6;;41.25;2103.0;925.0;2785.0;338.7;224.3;0.7846;21180;1361;1715.0;57.57;0.03879;277.0;73.72;7.15;31.802;13.46;59200.0;105.77;5986;199.5;5170.0;3171.4;775.0;1708.2
2021-01-21;10720;2.935;0.9135;248.0;3175;15.76;17.85;0.2173;3453;6.945;60.54;145150;;71.2;0.00695;0.00312;0.01145;0.4835;516.8;481.7;41.27;34.885;260.5;45.01;1344.4;248.8;274.4;495.0;15600;249.4;258.0;0.7435;8.99;8.734;0.7935;36.49;876.8;89.45;101.17;2.172;1.669;498.0;7440;157.72;15059.5;645.7;147.0;148.1;18.24;87.4;141.2;0.431;26538;1352.0;8.35;222.9;391.0;78.92;90.8;201.5;329.3;0.04845;0.244;0.3752;0.158;0.3895;0.06015;0.06885;1.448;2.1725;110.55;159.57;6.345;75.05;76.04;1980;55.855;5060.0;715.2;5771.0;156.65;6.32;259.7;4110;18590;165.0;395.0;25.7;0.00385;64.1;11.43;40.0;11.9;5.3275;0.856;140.5;11.51;;41.2;2060.0;919.6;2805.0;332.3;217.28;0.7694;21040;1360;1693.0;56.61;0.03787;275.0;72.5;7.16;31.7;13.47;59400.0;105.99;5960;200.0;5069.0;3000.0;771.0;1700.1
2021-01-22;10700;2.92;0.911;247.5;3095;15.2;17.15;0.21698;3480;6.9;59.9;144800;;70.0;0.00688;0.00304;0.01127;0.4845;507.0;470.6;41.715;35.02;261.0;44.96;1320.4;244.2;268.25;492.4;15520;237.6;255.0;0.7465;8.966;8.768;0.7867;36.435;875.2;89.5;103.09;2.152;1.6668;494.25;7350;156.0;14835.0;654.0;146.0;148.7;19.6;86.7;139.7;0.422;26172;1359.2;8.35;220.62;386.0;78.68;90.25;207.0;329.9;0.0478;0.2409;0.3692;0.1552;0.392;0.0593;0.0684;1.4005;2.1225;109.1;158.66;6.289;74.5;72.5;1964;55.27;4991.0;719.1;5740.5;154.05;6.2;255.9;4040;18540;167.6;382.5;25.44;0.00375;63.2;11.51;40.3;11.78;5.341;0.849;141.54;11.49;;41.0;2030.0;930.2;2800.0;323.5;215.49;0.7611;21120;1357;1694.0;56.11;0.03737;275.0;71.84;7.18;31.542;13.46;59600.0;103.43;5984;198.5;5015.8;3065.0;776.0;1720.0
2021-01-25;11320;2.919;0.9185;247.0;3060;15.36;17.35;0.21698;3641;7.01;59.92;145650;;71.6;0.00684;0.00307;0.011304;0.486;509.7;473.8;41.6;35.055;262.5;44.42;1313.0;244.61;265.3;493.8;15640;256.8;255.0;0.7495;9.098;8.79;0.7919;36.28;892.2;90.5;104.64;2.166;1.698;495.6;7400;159.08;15048.0;680.3;149.2;150.3;19.27;86.1;141.5;0.428;25982;1373.0;8.405;220.32;384.5;78.9;90.1;210.5;333.8;0.0485;0.242;0.3722;0.1568;0.395;0.05955;0.06895;1.4435;2.114;109.05;162.8;6.348;74.8;73.2;1996;54.835;5168.5;728.8;5722.0;155.8;6.28;258.1;4100;18700;168.0;386.0;25.58;0.00376;62.9;11.6;39.49;11.88;5.4865;0.85;141.86;11.45;;40.95;2039.0;942.6;2818.0;325.2;218.68;0.7755;21260;1361;1677.0;56.15;0.03772;275.0;71.14;7.125;32.555;13.428;63000.0;101.1;6040;201.0;4901.8;3112.0;770.5;1742.4
2021-01-26;11230;2.933;0.928;248.0;3080;15.36;17.3;0.21624;3697;6.995;59.66;146650;;72.0;0.00701;0.00306;0.01133;0.499;506.2;471.6;41.48;34.925;265.5;43.79;1316.2;247.1;269.34;495.2;15700;252.0;255.0;;9.01;8.68;0.7912;36.055;900.0;91.9;105.5;2.17;1.6889;493.95;7360;164.02;15119.0;695.5;151.6;150.3;19.06;86.6;141.4;0.429;25768;1373.8;8.37;219.18;378.0;78.4;89.85;206.5;336.3;0.04855;0.2471;0.3702;0.1584;0.3945;0.05885;0.06875;1.43;2.126;109.5;162.89;6.344;75.2;74.29;1982;54.41;5175.0;727.1;5595.5;155.5;6.23;262.7;4070;18610;178.2;382.0;25.6;0.003905;63.8;11.46;39.9;12.02;5.54;0.842;142.78;11.42;;40.9;2038.0;936.2;2782.0;325.85;218.8;0.7845;21980;1445;1663.5;56.0;0.03772;274.2;70.76;7.145;32.812;13.602;61400.0;104.11;6068;201.0;4898.2;3049.8;768.0;1708.4
2021-01-27;11000;2.929;0.919;249.0;3030;15.16;17.25;0.21396;3623;6.855;59.68;145800;;71.0;0.00688;0.00307;0.011224;0.504;502.0;469.0;41.255;34.27;264.5;43.69;1280.6;243.98;265.5;492.0;15520;247.0;256.0;;8.982;8.578;0.787;35.565;900.0;91.15;103.61;2.16;1.6593;481.25;7300;162.0;14860.0;685.3;148.0;150.0;18.92;85.4;139.3;0.4225;24996;1340.8;8.24;217.78;372.0;78.38;88.45;210.0;334.5;0.04825;0.2437;0.3698;0.1568;0.3945;0.0576;0.069;1.428;2.14;108.95;160.51;6.274;74.05;72.64;1980;53.035;5087.5;735.5;5499.5;156.1;6.08;261.3;4055;18650;180.0;410.5;25.6;0.003835;62.9;11.36;39.16;11.9;5.445;0.85;139.88;11.37;;41.0;2010.0;931.2;2770.0;322.0;217.4;0.7924;22100;1589;1650.5;55.82;0.037065;277.0;69.88;7.03;31.575;13.572;62600.0;100.52;6018;197.0;4828.4;3023.4;757.0;1658.7
2021-01-28;10880;2.903;0.9155;247.5;3000;14.92;17.0;0.21502;3682;6.795;59.72;144700;;71.4;0.00689;0.00305;0.01132;0.5175;500.0;468.6;41.095;34.27;263.0;44.3;1279.6;244.85;265.96;491.2;15540;240.0;254.0;;8.95;8.7;0.7924;35.55;894.8;92.0;104.54;2.163;1.67;483.4;7290;162.04;14669.5;677.0;147.0;149.2;19.1;86.1;137.5;0.414;25230;1325.0;8.255;215.06;356.5;78.62;88.8;208.0;333.6;0.04815;0.2418;0.372;0.1552;0.393;0.05685;0.06955;1.4345;2.1745;108.6;160.51;6.19;74.65;71.81;1964;52.155;5060.0;729.9;5575.0;156.85;6.09;254.7;4050;18490;176.4;390.0;25.38;0.003815;62.6;11.35;38.36;11.82;5.42;0.84;140.92;11.17;;40.85;2020.0;941.2;2767.5;322.2;217.7;0.7872;21500;1598;1648.5;54.66;0.03709;274.8;71.0;7.085;32.35;13.616;62000.0;101.2;6116;198.0;4876.2;3053.2;753.5;1665.9
2021-01-29;10670;2.826;0.911;245.5;2885;14.9;16.8;0.213;3644;6.65;57.1;142550;;70.6;0.0068;0.00301;0.011168;0.501;489.3;457.0;40.255;33.47;260.5;43.83;1262.8;237.78;258.11;491.0;15460;230.8;249.0;;8.812;8.66;0.777;34.865;888.0;90.35;101.03;2.125;1.6145;473.0;7220;166.72;14305.5;706.9;146.0;148.6;18.75;85.6;134.1;0.4165;24364;1266.8;8.28;210.42;351.5;78.46;88.4;208.0;328.85;0.0479;0.2402;0.365;0.1522;0.391;0.05555;0.0697;1.418;2.1615;107.95;157.62;6.155;73.9;70.19;1958;51.895;4924.0;715.5;5377.0;157.2;6.03;251.0;4030;18650;175.0;390.0;25.32;0.00383;62.4;11.34;37.73;11.76;5.252;0.834;141.24;10.89;;41.85;1970.0;942.6;2690.5;315.7;212.83;0.7625;21720;1674;1640.5;53.3;0.036635;274.0;69.88;7.0;31.458;13.45;61200.0;99.22;6116;199.0;4760.6;3090.8;740.5;1640.1
2021-02-01;10520;2.844;0.918;246.0;2860;15.1;17.0;0.2145;3641;6.71;59.3;143050;;69.4;0.00684;0.00303;0.011356;0.508;494.2;461.3;40.755;33.99;261.5;46.11;1278.4;242.79;263.8;488.0;15460;233.0;249.0;;8.94;8.61;0.7838;35.235;897.0;91.15;103.03;2.151;1.6315;478.35;7340;167.0;14793.0;698.7;149.2;147.0;18.54;85.8;136.3;0.4375;24866;1302.8;8.245;211.7;363.0;78.8;88.4;206.0;330.75;0.04825;0.2435;0.3678;0.1544;0.393;0.0558;0.06935;1.4205;2.13;108.5;157.28;6.187;73.55;72.22;1960;53.59;4948.5;727.0;5406.0;158.85;6.1;250.7;4285;18770;176.0;403.5;25.5;0.003835;62.4;11.36;37.53;11.88;5.324;0.825;140.0;10.7;;41.1;1991.5;952.2;2687.0;315.0;214.66;0.766;21780;1681;1636.5;53.74;0.036945;274.2;70.34;7.07;32.475;13.408;62400.0;100.61;6062;200.0;4847.4;3243.0;752.5;1746.5
2021-02-02;10690;2.829;0.9185;248.5;2975;15.16;17.16;0.21488;3629;6.88;59.4;143350;;69.8;0.00687;0.00302;0.011322;0.5075;499.2;463.5;40.845;34.115;261.0;45.6;1287.0;242.07;263.15;486.6;15440;227.6;246.5;;11.265;8.646;0.7825;35.24;902.8;91.9;102.36;2.159;1.63;482.0;8220;173.4;14893.0;733.0;149.2;149.4;18.34;86.7;136.0;0.455;24770;1336.0;8.29;212.4;367.5;79.0;89.05;206.5;331.95;0.0485;0.2439;0.3612;0.1558;0.391;0.0563;0.06965;1.37;2.1275;107.6;158.99;6.28;74.5;73.62;1962;53.005;5014.5;737.3;5516.0;160.8;6.13;252.5;4165;18510;176.0;396.5;25.7;0.00376;63.2;11.32;37.89;12.0;5.311;0.832;140.56;10.73;;41.0;2000.0;947.2;2695.5;320.75;214.42;0.782;21820;1699;1660.0;54.37;0.036945;272.0;70.14;7.95;33.316;13.464;62000.0;102.15;6096;200.0;4997.0;3223.6;764.5;1712.0
2021-02-03;10560;2.848;0.915;249.0;3550;15.24;17.16;0.21696;3662;7.24;58.24;144100;;70.0;0.00693;0.00302;0.011664;0.5085;505.5;469.3;40.795;34.18;262.0;48.41;1284.0;242.04;263.53;487.0;15500;222.0;249.0;;12.89;8.626;0.7856;35.79;889.4;91.55;103.9;2.155;1.6411;489.95;8060;178.52;14599.5;736.7;150.2;148.8;17.9;86.2;137.2;0.4655;25312;1336.8;8.27;213.4;362.5;79.28;88.85;203.0;335.05;0.0485;0.243;0.3624;0.1554;0.3885;0.0568;0.06905;1.3545;2.1455;107.6;158.89;6.262;73.85;73.03;1960;53.475;5048.5;734.6;5555.0;161.4;6.1;251.7;4105;18690;178.8;402.0;25.8;0.004;62.8;11.38;37.8;11.9;5.2995;0.834;140.4;10.66;;41.3;2004.5;948.2;2710.0;318.5;218.1;0.7872;21780;1684;1665.5;54.28;0.037;274.0;70.68;7.915;33.65;13.412;61600.0;103.66;6102;199.5;4917.2;3223.4;778.5;1707.0
2021-02-04;10490;2.871;0.916;245.5;3340;15.18;17.16;0.21698;3699;7.045;58.4;143900;;69.4;0.00697;0.00303;0.01153;0.512;506.7;469.7;41.04;33.905;260.5;46.79;1299.6;247.13;270.11;488.0;15520;214.2;250.0;;11.58;8.62;0.7963;35.3;894.0;92.5;104.46;2.138;1.6652;489.2;7850;176.54;14454.0;747.0;148.6;149.8;21.25;86.0;136.8;0.467;25766;1339.4;8.295;212.52;369.5;79.38;88.85;204.0;333.55;0.0485;0.2445;0.3692;0.1556;0.387;0.0574;0.06865;1.351;2.1475;108.05;158.64;6.327;73.45;72.99;1964;53.075;5062.5;729.9;5699.5;160.0;6.29;252.4;4105;18450;179.0;400.0;26.06;0.00407;63.9;11.37;37.85;11.94;5.307;0.834;140.82;10.69;;41.15;1978.0;949.8;2662.0;325.85;219.79;0.7866;21980;1710;1655.0;55.08;0.03738;275.6;70.56;7.415;33.963;13.508;61800.0;102.61;6122;198.0;5016.6;3199.2;782.5;1670.8
2021-02-05;10500;2.861;0.917;246.0;3280;15.22;17.28;0.21694;3700;7.05;58.74;144750;;69.8;0.00699;0.00305;0.011522;0.513;513.0;480.0;40.69;33.87;260.0;45.47;1287.0;247.86;271.7;492.2;15440;215.0;251.0;;11.1;8.618;0.7921;35.385;893.0;92.5;104.13;2.139;1.6876;493.95;7900;176.26;14600.0;759.8;150.2;150.8;20.28;85.7;140.1;0.47;25478;1378.2;8.26;211.16;387.0;79.66;89.15;203.0;336.0;0.04875;0.2448;0.3698;0.155;0.3835;0.05645;0.0688;1.346;2.156;107.9;158.2;6.371;74.1;73.13;1960;52.14;4996.0;732.6;5715.0;159.3;6.23;251.8;4175;18540;179.0;399.5;25.98;0.003975;63.5;11.32;37.8;11.94;5.314;0.833;140.78;11.05;;40.9;1990.0;943.4;2649.5;334.95;222.01;0.788;22040;1736;1659.0;54.55;0.037885;273.8;70.82;7.565;34.992;13.472;62400.0;102.32;6090;198.5;4973.6;3254.8;776.5;1675.0
2021-02-08;10400;2.893;0.9195;247.5;3250;15.32;17.28;0.22018;3667;7.06;59.18;146500;;69.4;0.00712;0.00311;0.01162;0.511;528.2;496.0;40.77;34.5;266.0;45.85;1296.4;250.84;275.2;487.4;15520;209.0;251.0;;10.955;8.876;0.8022;36.5;894.8;93.25;105.6;2.16;1.6927;501.75;8140;181.8;14550.5;780.1;150.6;150.1;20.97;86.2;140.0;0.4725;25804;1399.8;8.24;213.06;381.5;79.78;89.75;204.5;333.75;0.049;0.2465;0.3802;0.1578;0.3755;0.057;0.0689;1.338;2.174;108.45;161.32;6.436;74.4;73.6;1972;52.255;5107.5;803.0;5758.0;156.85;6.28;256.2;4145;18520;179.0;398.5;25.9;0.004115;63.6;11.32;39.85;12.1;5.3615;0.832;141.88;11.14;;40.85;2019.0;941.6;2644.0;343.1;228.0;0.7985;22560;1760;1685.0;55.42;0.038285;277.2;71.08;7.61;35.573;13.55;62000.0;102.95;6084;197.5;5060.4;3400.0;815.5;1681.0
2021-02-09;10290;2.889;0.914;247.0;3175;16.16;17.54;0.2201;3652;6.975;58.44;146500;;68.0;0.00693;0.00305;0.011606;0.5135;526.6;493.0;40.28;34.115;268.5;45.19;1287.6;247.89;268.98;497.6;15540;202.4;250.0;;10.29;8.85;0.8001;37.585;890.0;92.05;104.92;2.138;1.71;494.8;8090;179.84;14530.5;767.0;149.8;148.8;20.6;85.5;137.0;0.4715;25458;1378.0;8.26;207.7;380.5;79.46;88.8;202.5;333.3;0.0486;0.2494;0.38;0.1562;0.373;0.05625;0.0686;1.335;2.1485;108.15;164.09;6.425;75.0;72.3;1978;51.835;5273.0;794.2;5695.0;155.65;6.24;259.0;4130;18360;178.0;396.5;25.68;0.0042;63.3;11.34;39.18;11.98;5.3895;0.842;142.66;11.39;;41.0;2010.0;940.8;2627.0;339.5;227.73;0.79;22200;1800;1668.5;55.18;0.037805;279.8;70.34;7.73;35.653;13.512;62400.0;104.19;6006;196.5;5147.2;3474.6;857.5;1669.7
